amount,is_new_receiver,transactions_today,Class
1553.1990874416706,1,0,0
139882.43592669207,0,10,1
4070.501412549202,0,3,0
2804.012623232001,0,14,0
4882.008237007562,0,12,0
2522.844599457012,1,9,0
6385.800440655423,1,3,0
1221.8673518615385,0,6,0
3904.2591535525225,1,10,0
1495.7651377860493,1,10,0
2345.3755281022754,1,4,0
1752.9555772974807,0,15,0
6841.719322396407,0,8,0
7236.172987209755,1,13,0
1730.5383093451264,0,12,0
1790.336076219011,1,19,0
150703.26037305014,0,20,1
2352.563297545157,0,1,0
493.42679326217365,1,10,0
6471.7637851954805,1,4,0
3911.3958372808693,1,6,0
1729.5082672201404,0,8,0
186.74214814679297,1,17,0
1559.4584657104124,0,2,0
82.11777078087383,0,8,0
388.17867877265087,1,12,0
6203.364646987302,0,11,0
1220.7257321234647,1,12,0
9169.397948490614,1,17,0
630.1453905043574,1,2,0
2362.6393058210538,0,2,0
3463.237943440138,0,20,0
4775.659827019392,1,15,0
314.4850755929177,0,12,0
2894.697485527387,1,13,0
1438.4807056394748,0,3,0
266.95291414348895,1,1,0
1120.356241914442,1,5,0
3768.161079322436,0,1,0
1300.8586505653184,1,6,0
952.390303313374,0,3,0
3219.3944395553444,1,4,0
6711.622241240563,1,4,0
727.2196939926182,0,5,0
4306.527557088624,1,1,0
9743.67295320563,0,14,0
63.349529925228595,1,10,0
1157.8849236830738,0,13,0
15425.63999442826,0,7,0
7592.503831080066,1,11,0
2073.154181875622,1,2,0
3629.604153516382,1,4,0
1591.2603758809853,1,9,0
1287.3515792846492,0,3,0
6619.492940155095,1,17,0
1653.7679482647295,1,3,0
4240.560733156007,1,13,0
4569.528266769246,1,4,0
11279.588407609594,1,7,0
2102.6304588012326,1,20,0
558.7257866646562,0,20,0
2837.5312472931455,0,15,0
134.67410864726375,1,11,0
1940.5055267889247,1,5,0
5914.576045544224,1,10,0
4588.331308953057,0,11,0
205.34342537775353,1,9,0
2228.65414807673,1,3,0
113.95379673020695,1,6,0
4627.4100149275755,1,2,0
8156.362125827553,1,3,0
929.0956913976501,1,6,0
3830.6892722360467,1,0,0
1699.6858662870964,1,5,0
1098.9832743680922,0,8,0
1548.1287793216802,1,1,0
123.82559590030637,1,0,0
523.1399579659014,1,1,0
754.0239880859407,1,6,0
1042.9763438647649,0,13,0
932.1982716407975,1,6,0
1409.6895989215097,1,2,0
4925.644411662801,0,0,0
1621.9479302104992,1,10,0
1042.8673261918234,0,14,0
4763.367742730262,1,12,0
7539.758793125945,1,1,0
1241.8229715424227,0,15,0
102864.19268812334,0,3,1
5231.540912421784,1,12,0
10115.00917737501,0,7,0
1238.5335494534238,1,13,0
330.2563687125923,1,7,0
1648.631513486186,1,6,0
464.18492494963084,1,0,0
700.2710667488095,0,7,0
3126.7739500009443,1,0,0
2068.3062895327325,1,2,0
3760.861966474409,0,0,0
1609.4713875139541,1,18,0
27944.876840498073,1,12,0
2660.759055367163,1,1,0
1161.6260342314072,1,0,0
727.5138045489672,0,8,0
1075.8875262420083,0,7,0
828.2818278153337,1,4,0
2051.8806982516753,1,8,0
5480.139925889964,0,0,0
1579.4008185288008,1,3,0
183824.66104658987,0,20,1
1158.9005640880077,1,17,0
2025.0505385084525,0,18,0
1406.1370051836748,1,6,0
134.8936617918421,0,13,0
1247.4109238494495,0,14,0
1197.778933991896,0,0,0
3677.3264590494814,0,4,0
575.2337566873457,1,8,0
214.79354740806235,1,5,0
147.8073215369791,1,14,0
355.36172662231246,1,7,0
68.43820436659395,1,18,0
4419.844789610008,1,10,0
105539.02871157025,0,20,1
9267.996100035152,1,2,0
467.63152217893355,1,15,0
310.0993966793122,0,4,0
2863.340170495531,1,5,0
1247.0014171625974,0,2,0
2785.268033927835,1,5,0
3853.4729221556904,1,1,0
8984.302314629655,1,19,0
6679.7632151600965,1,0,0
341.04257268736814,1,15,0
144.6944708820147,1,15,0
192.72770091392664,1,0,0
3297.8079949592307,1,13,0
1781.5388347706105,0,10,0
840.8406109036409,1,1,0
1533.4718936009122,1,11,0
4742.269290561972,0,20,0
2397.5438032001653,1,2,0
4230.5959217659965,1,3,0
6799.496146578813,0,11,0
3182.4772152729893,0,3,0
605.9667298188801,1,3,0
657.375859753419,1,3,0
904.8905832217844,1,4,0
264.61951011480835,1,2,0
6203.657397755922,0,12,0
1704.758408826501,1,5,0
950.1993924867006,1,7,0
4.807821901255052,1,12,0
17144.91481754928,1,14,0
5288.610388872683,0,11,0
14188.95215727171,1,2,0
605.9618869484605,0,12,0
65.85598119225594,0,2,0
1417.5407130025694,0,5,0
925.1556257682862,1,9,0
13883.262004701202,1,18,0
121.04204780949313,0,12,0
338.2556260579949,1,11,0
220.5037683495781,1,2,0
5519.304150275927,1,12,0
1653.7891437709043,1,20,0
2071.2220445634853,0,8,0
77588.71986808468,0,16,1
921.2853777984025,1,20,0
447.3497938990398,0,13,0
3549.732321905522,1,8,0
7778.824111226651,1,16,0
5311.488220733442,1,17,0
4012.1194353288042,1,10,0
1435.8087413991711,1,3,0
7913.2232071278395,0,4,0
7822.047268508588,1,0,0
3170.188602736056,1,6,0
1533.4859860083366,1,20,0
3790.3229260658313,0,2,0
2459.23267882193,0,2,0
1278.790046788624,1,4,0
2402.417649682398,1,13,0
670.2449357751385,1,2,0
3309.1537746226472,0,14,0
7194.935014894757,0,5,0
2267.2201435628144,1,5,0
1164.9922372386982,1,8,0
9883.851883292944,1,3,0
3042.590747555649,0,3,0
2205.16155122063,1,4,0
1561.0560949626129,1,8,0
2380.831339534027,1,5,0
2054.9729393036337,0,14,0
5072.72991289664,1,8,0
6816.130242201271,0,7,0
4618.438374228879,1,8,0
1187.7463967233596,1,3,0
2825.3053845235245,0,7,0
7830.06972507498,1,0,0
8215.263234608477,1,9,0
7195.526092553701,0,14,0
1112.3097211141367,1,0,0
3131.000794922524,1,19,0
2429.994494171096,1,14,0
1904.2788613924813,1,10,0
14387.421731778131,1,2,0
1277.8837524355565,1,11,0
784.0650548228205,1,6,0
2457.6554086461547,1,6,0
265.8142101343655,1,4,0
3977.4364087486383,0,4,0
6.786639126114,1,6,0
580.5878519464878,1,9,0
12344.850690049454,1,1,0
456.1001128401851,0,2,0
110.52721687183245,0,13,0
788.4387903587535,1,8,0
887.6264664026097,0,5,0
293.79959927134587,0,6,0
975.53098479089,0,0,0
2011.0767906186172,1,17,0
1645.3134759211969,1,12,0
252.80206697459474,1,14,0
1159.6870426161624,0,14,0
3456.360894527419,0,2,0
1670.4798703164356,0,7,0
1037.4012962819093,1,1,0
432.83681934743583,0,2,0
1386.9703421260103,1,2,0
4506.090329548292,1,13,0
1589.6797778007822,1,9,0
2018.5514705683079,1,2,0
4111.305202625991,1,10,0
460.69059312327164,0,2,0
6488.144475942743,1,6,0
6288.113452881936,1,3,0
1585.749279132347,1,1,0
3766.2098130304094,1,5,0
2037.413789631252,1,13,0
268.3883753991582,1,11,0
399.04644225492945,1,1,0
144.6749260089969,1,15,0
119.90783075213967,1,0,0
10327.62362439473,1,5,0
489.0114725917727,1,3,0
477.35858702904136,1,3,0
4103.023056008236,0,3,0
2783.5634887023634,0,5,0
5911.461807663589,1,12,0
3974.9890806139374,0,10,0
3574.8921704490504,0,3,0
87778.799832383,0,2,1
2972.125311003768,1,16,0
496.5825235547354,1,9,0
3833.284747224462,1,12,0
2959.9673016439556,0,5,0
2480.3246114573835,1,8,0
4127.812611303725,1,15,0
401.2047257065197,1,16,0
4066.8177100488483,1,0,0
6223.352044614477,0,14,0
599.4897592078552,1,1,0
3607.3970525006803,1,5,0
6668.575728392577,1,10,0
400.19281795443703,1,12,0
3778.907385391431,1,2,0
3154.3425272160116,1,1,0
746.7842163643271,0,5,0
1044.76645899072,1,3,0
10717.292235310244,0,13,0
1436.3216758616268,1,12,0
9925.601894331643,1,11,0
1127.8290529813062,0,4,0
278.6682855515542,0,4,0
4975.124987960307,1,5,0
6261.943826017561,1,7,0
722.7906855200353,0,13,0
1675.6638732915271,1,20,0
1215.710930531187,1,6,0
7071.619754558402,1,11,0
1020.8183649131181,0,2,0
3510.1145816650937,1,0,0
3211.93032996609,1,6,0
1146.6811443759582,1,5,0
1460.3453083826137,1,10,0
1312.2252416094552,1,8,0
1248.7463509786178,0,9,0
1354.2779735474492,1,13,0
1059.7718415217364,1,2,0
3718.1679430264703,0,3,0
1881.9821914622798,1,1,0
366.7376110341897,1,7,0
6092.704701163822,0,3,0
2127.006904668313,1,20,0
774.6295572932805,1,7,0
8531.91435234045,1,6,0
306.3379135422807,1,9,0
898.5792659289743,1,16,0
1260.826315891812,1,2,0
1663.2234109092296,1,3,0
3862.208049736422,1,3,0
7705.766947879004,1,9,0
186979.34113420243,0,20,1
1653.0920602240715,1,2,0
863.4662411727475,0,14,0
1673.9574767720208,0,12,0
1350.5687165435484,1,11,0
125653.21635416379,0,20,1
4075.7409969422665,1,3,0
589.8213438977086,1,6,0
5204.625276827533,1,8,0
11332.463216229391,0,20,0
1692.9556856456268,1,10,0
4643.530999539896,1,3,0
6082.842606522201,1,5,0
698.6013042383723,1,7,0
1342.4703139440576,1,5,0
2216.590505789986,1,20,0
670.4935000232535,0,5,0
241.0202186018785,1,0,0
3984.340556901332,1,1,0
111.17822683819556,0,12,0
1466.299816050981,0,11,0
11376.660402318288,1,1,0
1230.6821274659553,1,0,0
101.95820232051516,1,3,0
4365.055489353901,1,7,0
13.433843349190845,1,19,0
562.2561867739603,0,0,0
12.910692652697183,1,20,0
589.4962931766397,1,4,0
10410.205374382269,1,11,0
99063.43738494968,0,20,1
796.8995571069768,0,4,0
1616.801934128187,0,2,0
3049.7007377386512,1,15,0
70967.219566988,0,20,1
2353.5874414366626,1,1,0
521.1599113143807,1,10,0
63131.62886847597,0,20,1
315.74213754968196,1,1,0
1659.9237619286394,0,0,0
1739.5288256028243,0,10,0
303.62494733403076,0,7,0
764.8885766954616,1,5,0
1738.0296569085494,0,11,0
9134.613263399231,1,0,0
281.20678636214393,0,0,0
5315.556162831403,1,7,0
5962.774265644743,0,4,0
2370.6031427289536,0,4,0
4099.5185920861895,1,0,0
4699.581159219966,1,15,0
4933.733905834965,1,14,0
1057.959728278609,1,1,0
3597.8461025281827,1,17,0
78.34853022135273,1,11,0
1372.466814128784,1,4,0
8726.055779122842,1,8,0
136544.3524288134,0,20,1
130081.94770949062,0,20,1
3944.9076635333918,1,12,0
644.6002329444448,1,15,0
5073.582287340358,1,12,0
2421.329837668049,1,2,0
3734.1485371789686,0,20,0
4158.871742785026,0,4,0
186.318909683608,1,9,0
797.2260993886022,0,3,0
4332.913856026225,1,0,0
161.8576509489747,1,20,0
1296.7372301202297,1,3,0
155.14540428495357,0,2,0
656.02112001209,0,3,0
44.35769408152529,1,15,0
81.63839695476804,1,10,0
6121.867794081131,0,4,0
1489.6420584750188,0,7,0
610.8521312453117,0,8,0
145418.20197926296,0,20,1
2439.985257665837,1,4,0
2575.9543968444564,1,7,0
1548.8203318541928,1,1,0
69044.9933474993,0,14,1
1527.6251458819063,0,8,0
877.214514135051,1,7,0
1460.4294679026898,0,7,0
4431.964400889163,1,6,0
975.5984365598384,0,3,0
277.1394386251974,0,10,0
199.92980771429163,0,14,0
1359.7682089900761,1,2,0
157394.3451466927,0,15,1
70158.60779673875,0,20,1
4876.4649089173145,0,0,0
1319.2167489778628,1,1,0
404.3485893718552,1,1,0
2869.464799348105,1,8,0
2517.944249977428,1,11,0
2685.052819383439,1,0,0
2083.4130418186046,1,1,0
9511.94982868104,1,18,0
5813.760411149302,1,2,0
1249.9032635770482,1,4,0
2216.8563784139455,0,13,0
2226.9268418669108,1,6,0
4009.3383802244807,1,14,0
1307.9412713720453,0,6,0
3937.61262086151,0,10,0
1423.5375286719,1,12,0
7103.047506821173,0,15,0
920.678367146105,1,1,0
1103.2674377481706,0,15,0
1512.331083531962,0,3,0
1252.7670271648788,1,10,0
9426.30476156256,0,4,0
2633.397695975911,1,11,0
951.4686756567604,0,5,0
1378.542041141789,1,7,0
1803.4401699148304,0,0,0
3394.101822156408,1,15,0
1625.3751644880758,1,8,0
3928.173231985612,0,2,0
5499.576893530627,1,8,0
832.0907342378819,0,10,0
4449.976314861673,1,11,0
1711.6973680669555,1,20,0
967.8464598515369,1,0,0
2832.08136798676,1,4,0
10121.841902163836,1,3,0
5282.546037909568,1,19,0
490.3940960244224,0,8,0
864.7512439839103,1,4,0
5025.459126748448,0,4,0
4335.754338090305,1,8,0
2712.68734595054,0,11,0
1350.6895957429874,1,6,0
3808.431695808628,0,6,0
1287.9182849987046,1,5,0
4823.896541001877,1,0,0
4973.6549726771,1,2,0
2669.0494341285216,0,13,0
104404.81263887121,0,20,1
1858.3800204465997,1,5,0
1716.1136459510014,0,4,0
644.0128133283896,0,5,0
783.7633905773185,1,5,0
1961.8103083740582,1,0,0
486.7024391977018,1,12,0
8048.636287993451,1,1,0
654.6568551610909,0,12,0
14251.67270151889,1,8,0
3526.4868863854863,1,3,0
3307.329117774523,1,1,0
235.4772841066558,1,0,0
3335.434591273263,0,1,0
1790.5311615479372,1,2,0
6409.434095671688,1,10,0
826.9999552099057,0,5,0
1441.8622324062048,1,4,0
3266.0505731912663,0,1,0
14393.976933194774,0,2,0
8973.763712717304,1,2,0
549.3077149362389,0,2,0
1697.6712824778049,1,12,0
1450.0264411304706,1,5,0
1535.1052497974615,1,3,0
3233.6646372065675,0,17,0
1374.7586965550618,1,5,0
2904.1889122966872,1,11,0
502.2926997290225,1,10,0
5484.993253577739,1,7,0
389.10626428215613,1,5,0
1434.3747950566494,1,5,0
5967.163278702358,1,1,0
1818.043414274324,0,3,0
4488.513537875798,1,4,0
4324.027968242887,1,5,0
7019.466315049693,1,13,0
2642.3400816083686,1,1,0
1215.9499961049194,0,14,0
7696.641376205758,1,20,0
121.73921652370068,1,14,0
896.7317220347198,1,9,0
3037.254803938654,1,1,0
4372.45653876218,1,1,0
1377.3748846499548,1,0,0
146.82125380134713,1,0,0
158.27968983163703,0,2,0
3882.3674670389364,1,10,0
1726.6593612484794,1,9,0
1542.333589930659,1,1,0
3622.1876023025357,1,2,0
696.5989472691679,1,8,0
2020.9571526354152,0,5,0
1129.3871175293255,1,0,0
1661.9001866848985,1,20,0
1874.2134281100396,1,6,0
740.4527688935001,1,11,0
432.39783363248335,1,2,0
194.68418029623763,0,11,0
10507.526122862106,1,9,0
6300.64904986761,0,9,0
1049.1957203002196,1,8,0
103.5856841538516,1,4,0
1773.1436950727107,0,4,0
22619.108763012293,1,3,0
2034.7083624150448,1,13,0
15036.997675589138,1,4,0
3204.061342599334,1,6,0
1387.768118099231,1,5,0
337.0664406663034,0,19,0
3765.894665842021,0,12,0
3903.2808552701276,0,4,0
331.1389001959472,0,1,0
4536.864114791422,0,3,0
21.923387090453755,1,1,0
231.6317712756324,1,7,0
5509.418763860265,1,5,0
2358.0409630285794,1,7,0
2727.283158102256,1,7,0
5546.34686054631,1,1,0
104295.23297968281,0,14,1
444.7299746045864,1,8,0
3117.379241507189,1,15,0
3447.3630648303015,0,20,0
584.9207630161549,1,4,0
2782.2108780287244,0,12,0
6440.844233016352,1,20,0
2308.400979633518,0,13,0
1981.1532422029911,1,20,0
9597.130986175143,1,1,0
7134.241315310478,1,5,0
1645.112874204059,0,9,0
545.8279147195772,1,20,0
1896.3483326377382,1,2,0
187734.09813407325,0,19,1
1174.802043673315,1,20,0
1199.969236090161,1,9,0
99276.25125895353,0,20,1
3457.119388468419,1,9,0
1790.7789445688543,1,5,0
7751.979203201416,1,2,0
1932.938854899667,1,0,0
637.5246911352543,1,3,0
1428.2902845376314,1,4,0
1236.9549022551107,1,13,0
2786.8115432464447,1,13,0
726.8791437202087,0,5,0
1361.733539377127,0,1,0
3246.9300469711698,1,2,0
1259.284511552953,1,12,0
7378.355946493054,1,3,0
148.69834911777463,1,9,0
4617.067435746198,1,16,0
511.24082262403465,1,1,0
3751.5547810963644,1,5,0
7010.002693853705,1,7,0
17.732075976377235,0,18,0
948.1885504501903,1,0,0
5143.287685385116,1,11,0
6975.354775973487,0,7,0
1208.447636198676,1,13,0
1872.9005540451367,0,16,0
12606.111213266724,0,7,0
3799.685870920317,0,0,0
107299.65902018976,0,20,1
1568.2574172228271,1,4,0
819.7818976865058,1,2,0
221.36141075372691,0,1,0
10213.27946174495,1,9,0
849.7651230782338,1,1,0
2369.0639658730024,1,6,0
2280.2937975203026,0,0,0
1657.37969805827,1,1,0
4721.062288386675,1,1,0
7008.649504383005,1,10,0
1097.321114580066,0,0,0
114363.50263004968,0,20,1
9064.687478124082,1,6,0
9563.752437328676,0,8,0
734.8936770324266,1,3,0
1201.784741283643,0,4,0
4561.865941579549,0,6,0
4765.672086249773,1,6,0
8309.772352318814,0,4,0
5298.701242357124,1,8,0
1465.5303608897225,1,20,0
2549.745492591713,1,4,0
937.2766410388863,1,1,0
1919.439924685954,1,6,0
4084.1042991561853,1,2,0
1082.6327057942287,1,9,0
11862.145277395972,1,2,0
1272.0024628503043,0,8,0
1286.1484208149323,0,8,0
10321.793608820199,0,5,0
3767.039728802542,0,0,0
622.9840268850606,0,17,0
4224.07700105081,1,3,0
1292.6132921657097,1,3,0
4720.533016863828,1,9,0
493.600518407798,0,2,0
1674.840049263287,1,20,0
2208.293435656492,1,11,0
8738.498052000567,1,16,0
819.371847678654,0,7,0
10409.126381772927,0,0,0
1180.220750703313,1,20,0
2851.4541168525147,0,9,0
624.700260131061,1,4,0
10791.96894235155,1,1,0
1843.891452890057,1,3,0
343.8854106429259,1,1,0
6491.330042690553,1,3,0
1695.6606524100216,0,0,0
3449.071140864925,1,0,0
211.36221663447478,0,8,0
6531.580289574827,1,7,0
746.0940854052516,0,7,0
1590.9920445244888,1,3,0
184.1263459516197,1,8,0
8844.299937193435,1,10,0
405.3369769539295,1,9,0
2869.5751230031237,1,16,0
3665.760569657251,1,1,0
1076.3994830197623,1,11,0
3504.69858190829,0,10,0
3517.565996713571,1,6,0
2771.8649926047133,0,2,0
1640.4411507222862,1,5,0
397.191102698597,1,20,0
2768.195952098485,1,2,0
175.73816971317987,1,0,0
587.9192700340875,1,12,0
5931.750697119394,1,0,0
145.63753372231608,1,18,0
1030.520451297755,1,13,0
1912.8180182328335,1,16,0
3049.54588675954,1,2,0
7938.918822335218,1,15,0
5984.0386020930755,1,4,0
2140.0481699889765,0,1,0
2458.201650835624,1,10,0
4065.340521180135,1,4,0
2182.130255459104,1,2,0
4087.3263236966086,1,2,0
5180.003178446089,1,5,0
1256.3732335238115,0,4,0
566.0525930430094,1,2,0
1090.9935324032465,1,18,0
1466.7889925005557,1,12,0
7981.931569783817,0,9,0
197.51458297972886,1,20,0
5610.6638475694945,1,19,0
2266.324682091364,1,15,0
330.45043166735195,1,10,0
703.8109457610444,0,11,0
976.0018768621952,1,12,0
1688.6093849921886,1,8,0
11433.796117956395,0,7,0
300.86025493911325,1,4,0
43.52655110139689,1,10,0
1618.3321959049483,1,9,0
33.07512280264701,0,2,0
301.10177912359444,0,2,0
1445.5237920953734,1,7,0
2820.505056816426,1,1,0
1722.2463090829028,1,0,0
1258.1946397571687,1,14,0
3548.235742077747,1,15,0
113673.22555866843,0,20,1
2154.2122313307386,1,10,0
496.85846736938845,0,3,0
1589.7224876217665,1,9,0
8605.841893361465,1,3,0
2400.559282749512,0,0,0
1125.5360708198123,1,12,0
828.2484494916795,1,1,0
1062.345975117005,1,2,0
4757.056074978324,1,16,0
2609.172607775923,0,8,0
620.2547791062401,1,2,0
586.4314722353588,1,17,0
500.6909979815243,0,12,0
4724.993041183484,1,16,0
4649.554322660435,0,7,0
959.1673803520315,0,5,0
1221.5538398718131,1,0,0
4709.102641694345,1,15,0
6056.54522599918,1,13,0
832.21525715023,1,16,0
905.5464304818152,1,2,0
1370.6081441110778,1,12,0
4839.229064682045,0,8,0
212.160197114343,0,4,0
5509.4495153252155,1,12,0
4793.018004647858,1,2,0
1442.8191731169004,1,2,0
903.943957967114,0,20,0
996.0210579408621,1,2,0
3630.966569168334,0,6,0
2536.8726970133935,1,12,0
2058.833440711106,0,5,0
4197.876822025306,1,10,0
1182.606224764114,1,3,0
3840.618171122058,0,12,0
2531.532569878247,1,5,0
172438.1813516384,0,20,1
312.8934892233412,1,1,0
7590.167367354202,1,11,0
5112.35054085385,1,4,0
527.8795640150189,1,15,0
286.1259912899247,1,0,0
1008.4494467368623,0,7,0
120.81298795869122,1,5,0
6805.613362107198,0,1,0
4336.326114814019,1,18,0
7549.944394382135,1,10,0
880.1378249003457,0,14,0
145.1187683871302,1,3,0
366.10568106858807,0,12,0
357.5188653824189,1,11,0
36.57944052893324,1,15,0
489.9384908198341,1,17,0
867.0559467707336,0,18,0
2638.0625384084224,0,0,0
13739.47661649037,0,0,0
6234.855036809252,1,7,0
978.1440569474973,1,9,0
7933.144472842086,1,8,0
7497.476346491133,1,0,0
2845.23433822394,0,4,0
3721.5987159006218,1,4,0
454.4871571999192,0,12,0
3086.6628135994,1,12,0
6472.264603102161,0,7,0
1563.2241307684778,1,4,0
1674.7014309848107,1,1,0
42.89350301177867,0,3,0
5084.394497229622,1,14,0
2772.969096531729,0,9,0
5109.139254069449,0,2,0
1126.5609877062948,1,4,0
622.5142942488866,1,14,0
4670.988737514824,1,4,0
1854.4401457835775,1,2,0
1733.49455827118,1,0,0
8316.404514736014,0,6,0
3246.823934131121,0,2,0
2403.0666136705186,1,10,0
3471.7657273624354,1,10,0
1322.8233742714842,0,4,0
1925.6219838935426,1,2,0
690.5975860370619,1,10,0
4391.961520667946,1,13,0
777.5000885264938,1,0,0
2821.940643428229,1,0,0
3518.0520990932173,0,7,0
2558.7992577577816,0,4,0
1283.8069371554832,1,11,0
7177.4929500773615,1,16,0
9176.93821615564,1,2,0
5235.6431100378395,0,8,0
4646.842208085977,0,3,0
1987.4613981484376,1,5,0
774.5888839737989,1,1,0
66.11872708297408,0,6,0
5426.141976150428,1,6,0
4124.52254233411,1,8,0
1161.287152544984,1,13,0
1432.5679230661594,1,12,0
703.1092759747307,1,1,0
2863.9434310044453,1,4,0
1416.7985482268841,1,12,0
1465.7354886979942,1,8,0
1688.3085808687847,1,8,0
3370.234215267294,0,16,0
4818.864770216288,1,15,0
854.4628988734136,0,0,0
714.9843750980475,1,3,0
1590.822682413992,0,6,0
2324.14708747489,1,9,0
2738.445950471114,0,3,0
674.8513871813146,1,0,0
4232.1628729452295,1,7,0
502.1168503802139,1,17,0
3355.362820787905,0,6,0
3599.0415229019036,0,8,0
272.3230257720864,0,1,0
17.45236026280571,0,8,0
594.0069548260644,1,20,0
4016.320912608345,1,0,0
118237.89079190561,0,20,1
1322.6554839880282,0,11,0
4285.177676860722,0,1,0
5569.785149082908,0,18,0
2994.250303247285,1,1,0
821.7531659742051,0,0,0
4634.803690908297,1,1,0
496.10205298281767,1,12,0
13277.533344622962,0,7,0
3997.9194061136336,0,6,0
522.4178327563372,1,13,0
1189.5927266901151,1,12,0
1028.205224175819,1,8,0
4091.1834176016155,0,16,0
9944.566117910173,1,20,0
120.04085802238347,1,6,0
1205.2751156528593,1,10,0
1895.2933052847116,1,4,0
2041.8794201781309,1,0,0
4954.880492918832,0,5,0
1902.8297402877984,1,3,0
6788.791339274808,0,3,0
2592.8510122385587,1,20,0
1418.1440199240665,1,1,0
261.41607536904087,1,1,0
2531.0269785876612,0,5,0
1822.2690451780668,1,10,0
3163.4128000020455,1,15,0
1554.056033289547,1,2,0
1885.1560076283388,1,3,0
3463.9452660023353,1,13,0
9193.693714851488,1,3,0
3438.5901161655474,1,3,0
2013.4459337637325,0,16,0
5144.962035737973,1,1,0
1090.74250962899,0,2,0
3136.328386602717,1,12,0
961.1837561524263,0,1,0
2091.294096978144,1,3,0
764.5308509574443,1,16,0
530.6157003705188,1,1,0
2486.6378990534986,1,6,0
275.88915356075233,1,14,0
1510.5417947808292,1,5,0
