message,label
Your Paytm wallet will be deactivated. Verify KYC now: amzn.in/scam,spam
Bank customer survey: Complete and win ₹100000 cashback. sbi-verify.net,spam
Don't forget the assignment is due tomorrow.,ham
Your KYC is PENDING. Failure to update will SUSPEND your account. amzn.in/scam,spam
"Dear customer, your HDFC card is blocked. Update details at sbi-verify.net",spam
Income Tax refund of ₹500000 approved. Provide bank details: amzn.in/scam,spam
Your Paytm wallet will be deactivated. Verify KYC now: amzn.in/scam,spam
Your internet connection will be cut in 24 hrs. Pay bill: tinyurl.com/win99,spam
Payment of ₹999 received. Thank you for shopping with us.,ham
Your Amazon account is compromised. Reset password: bit.ly/clm9x,spam
"Alert: New device login to your account. If not you, click bit.ly/clm9x",spam
Your order #835842393 has been shipped. Track at flipkart.com.,ham
Govt scheme: Get ₹50000 directly in your account. Apply: tinyurl.com/win99,spam
Congratulations! Your profile selected for ₹1000000 govt grant. sbi-verify.net,spam
Your flight PNR is 6AQYY5. Check-in opens 48 hrs before.,ham
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9313658711,spam
"Running 10 mins late, sorry!",ham
Your subscription renews on 7/1/2025. Amount: ₹199.,ham
Don't forget the assignment is due tomorrow.,ham
Lunch at 2pm? Let me know.,ham
"Thanks for yesterday, really helpful.",ham
Crypto investment: ₹199 becomes ₹500000 in 7 days. amzn.in/scam,spam
Police notice: You have a pending case. Pay ₹499 fine now: bit.ly/clm9x,spam
The match starts at 8pm. Don't miss it!,ham
URGENT: Your account will be BLOCKED! Click sbi-verify.net to verify NOW!,spam
Can you send me the address again?,ham
Meeting rescheduled to 4pm.,ham
"Dear customer, your appointment is confirmed for 14/1/2025.",ham
Flipkart sale! Get 90% off. First 100 users only. t.co/fraud123,spam
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Payment of ₹299 received. Thank you for shopping with us.,ham
Server maintenance scheduled for tonight 2-4am.,ham
Meeting rescheduled to 4pm.,ham
"Running 10 mins late, sorry!",ham
Sending you the notes from today's class.,ham
Congratulations! Your profile selected for ₹100000 govt grant. sbi-verify.net,spam
Your internet connection will be cut in 24 hrs. Pay bill: sbi-verify.net,spam
"Dear customer, your appointment is confirmed for 1/6/2025.",ham
I'll be there by 7.,ham
"Thanks for yesterday, really helpful.",ham
"Running 10 mins late, sorry!",ham
Govt scheme: Get ₹1000000 directly in your account. Apply: amzn.in/scam,spam
Your subscription renews on 25/9/2025. Amount: ₹2999.,ham
Police notice: You have a pending case. Pay ₹199 fine now: amzn.in/scam,spam
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
Can we reschedule our call to Thursday?,ham
Your OTP is 254535. Valid for 10 minutes. Do not share.,ham
Don't forget the assignment is due tomorrow.,ham
Transaction of ₹2999 done at Reliance Fresh. Avl bal: ₹24777.,ham
Your order #411994135 has been shipped. Track at flipkart.com.,ham
Call me when you get home.,ham
Payment of ₹999 received. Thank you for shopping with us.,ham
Meeting rescheduled to 4pm.,ham
"Dear customer, your HDFC card is blocked. Update details at sbi-verify.net",spam
IMMEDIATE ACTION required: Aadhaar deactivation notice. tinyurl.com/win99,spam
The match starts at 8pm. Don't miss it!,ham
Salary credited ₹499 to your account on 10/12/2025.,ham
I'll be there by 7.,ham
"Hey, are we still meeting today?",ham
Your electricity bill of ₹199 is due on 21/6/2025.,ham
Earn ₹100000 daily from home! No investment needed. Join now: amzn.in/scam,spam
Crypto investment: ₹1999 becomes ₹100000 in 7 days. t.co/fraud123,spam
Govt scheme: Get ₹25000 directly in your account. Apply: sbi-verify.net,spam
Package delivered to your door. Check the doorstep.,ham
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9840558696,spam
Transaction of ₹5000 done at Swiggy. Avl bal: ₹25819.,ham
I'll be there by 7.,ham
Happy birthday! Hope you have a great day.,ham
Sending you the notes from today's class.,ham
Your internet connection will be cut in 24 hrs. Pay bill: sbi-verify.net,spam
Your subscription renews on 15/3/2025. Amount: ₹199.,ham
Can you send me the address again?,ham
Can we reschedule our call to Thursday?,ham
"Dear customer, your HDFC card is blocked. Update details at bit.ly/clm9x",spam
Your Amazon account is compromised. Reset password: t.co/fraud123,spam
Your CVV has been changed without your permission. Call 9845712019,spam
Reminder: EMI of ₹499 due in 3 days.,ham
FREE recharge ₹199! Offer expires today. Click tinyurl.com/win99,spam
LOTTERY WIN! ₹500000 prize money awaiting you. Contact 9802275407,spam
Payment of ₹999 received. Thank you for shopping with us.,ham
Your PhonePe account shows suspicious activity. Verify: tinyurl.com/win99,spam
Server maintenance scheduled for tonight 2-4am.,ham
Your CVV has been changed without your permission. Call 9248262160,spam
Your flight PNR is 1YSVKQ. Check-in opens 48 hrs before.,ham
Crypto investment: ₹199 becomes ₹25000 in 7 days. tinyurl.com/win99,spam
ALERT: Suspicious login detected on your SBI account. Verify immediately: bit.ly/clm9x,spam
"Thanks for yesterday, really helpful.",ham
Bank customer survey: Complete and win ₹1000000 cashback. t.co/fraud123,spam
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9935386554,spam
Server maintenance scheduled for tonight 2-4am.,ham
Your flight PNR is 0TCMP2. Check-in opens 48 hrs before.,ham
"Dear customer, your HDFC card is blocked. Update details at bit.ly/clm9x",spam
FREE gold coin with every purchase above ₹999. Shop now: t.co/fraud123,spam
I'll be there by 7.,ham
"Running 10 mins late, sorry!",ham
Transaction of ₹10000 done at Amazon. Avl bal: ₹12416.,ham
SBI YONO alert: ₹500000 reward points expiring today. Redeem: bit.ly/clm9x,spam
"Dear customer, your HDFC card is blocked. Update details at tinyurl.com/win99",spam
Your OTP is 619419. Valid for 10 minutes. Do not share.,ham
Payment of ₹2999 received. Thank you for shopping with us.,ham
Call me when you get home.,ham
"Dear customer, your HDFC card is blocked. Update details at sbi-verify.net",spam
URGENT job offer! Earn ₹1999/day from home. WhatsApp 9534047340,spam
The match starts at 8pm. Don't miss it!,ham
FREE recharge ₹5000! Offer expires today. Click bit.ly/clm9x,spam
Can you pick up milk on the way?,ham
New message from your doctor: test results are normal.,ham
Package delivered to your door. Check the doorstep.,ham
Lunch at 2pm? Let me know.,ham
"Dear customer, your HDFC card is blocked. Update details at bit.ly/clm9x",spam
Happy birthday! Hope you have a great day.,ham
Can you send me the address again?,ham
Lunch at 2pm? Let me know.,ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9168421465,spam
Your PhonePe account shows suspicious activity. Verify: bit.ly/clm9x,spam
Govt scheme: Get ₹1000000 directly in your account. Apply: tinyurl.com/win99,spam
Your Paytm wallet will be deactivated. Verify KYC now: tinyurl.com/win99,spam
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9267427481,spam
Your KYC is PENDING. Failure to update will SUSPEND your account. t.co/fraud123,spam
Sending you the notes from today's class.,ham
LOTTERY WIN! ₹500000 prize money awaiting you. Contact 9727469465,spam
ALERT: Suspicious login detected on your SBI account. Verify immediately: t.co/fraud123,spam
Your internet connection will be cut in 24 hrs. Pay bill: tinyurl.com/win99,spam
ALERT: Suspicious login detected on your SBI account. Verify immediately: tinyurl.com/win99,spam
Google Pay reward: ₹100000 cashback waiting. Claim: sbi-verify.net,spam
"Mom, I'll call you tonight. In a meeting now.",ham
"Running 10 mins late, sorry!",ham
Crypto investment: ₹5000 becomes ₹25000 in 7 days. t.co/fraud123,spam
"Thanks for yesterday, really helpful.",ham
Reminder: EMI of ₹5000 due in 3 days.,ham
Can you send me the address again?,ham
Your OTP is 510945. Valid for 10 minutes. Do not share.,ham
Your flight PNR is U5Z1UB. Check-in opens 48 hrs before.,ham
URGENT: Your account will be BLOCKED! Click amzn.in/scam to verify NOW!,spam
URGENT: Your account will be BLOCKED! Click tinyurl.com/win99 to verify NOW!,spam
I'll be there by 7.,ham
Can you send me the address again?,ham
Your PhonePe account shows suspicious activity. Verify: bit.ly/clm9x,spam
"Dear customer, your appointment is confirmed for 11/7/2025.",ham
URGENT: Your account will be BLOCKED! Click sbi-verify.net to verify NOW!,spam
New message from your doctor: test results are normal.,ham
ALERT: Suspicious login detected on your SBI account. Verify immediately: sbi-verify.net,spam
Your electricity bill of ₹10000 is due on 25/6/2025.,ham
"Hey, are we still meeting today?",ham
Flipkart sale! Get 90% off. First 100 users only. sbi-verify.net,spam
SBI YONO alert: ₹1000000 reward points expiring today. Redeem: sbi-verify.net,spam
Police notice: You have a pending case. Pay ₹999 fine now: amzn.in/scam,spam
Your internet connection will be cut in 24 hrs. Pay bill: bit.ly/clm9x,spam
Win big in cricket betting! ₹999 becomes ₹1000000. Join: t.co/fraud123,spam
URGENT job offer! Earn ₹1999/day from home. WhatsApp 9416691105,spam
Govt scheme: Get ₹100000 directly in your account. Apply: bit.ly/clm9x,spam
Don't forget the assignment is due tomorrow.,ham
Earn ₹100000 daily from home! No investment needed. Join now: sbi-verify.net,spam
Govt scheme: Get ₹500000 directly in your account. Apply: sbi-verify.net,spam
Flipkart sale! Get 90% off. First 100 users only. t.co/fraud123,spam
FREE recharge ₹999! Offer expires today. Click t.co/fraud123,spam
Don't forget the assignment is due tomorrow.,ham
Your CVV has been changed without your permission. Call 9650137670,spam
Your OTP is 810219. Valid for 10 minutes. Do not share.,ham
You have won a FREE iPhone 15! Limited offer. Click tinyurl.com/win99 to claim.,spam
Transaction of ₹299 done at Zomato. Avl bal: ₹48240.,ham
Google Pay reward: ₹25000 cashback waiting. Claim: bit.ly/clm9x,spam
Your PhonePe account shows suspicious activity. Verify: bit.ly/clm9x,spam
Salary credited ₹499 to your account on 19/11/2025.,ham
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
"Running 10 mins late, sorry!",ham
"Mom, I'll call you tonight. In a meeting now.",ham
Police notice: You have a pending case. Pay ₹199 fine now: sbi-verify.net,spam
Your electricity bill of ₹199 is due on 22/6/2025.,ham
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9834829245,spam
Your PhonePe account shows suspicious activity. Verify: amzn.in/scam,spam
"Thanks for yesterday, really helpful.",ham
"Dear customer, your HDFC card is blocked. Update details at tinyurl.com/win99",spam
Your CVV has been changed without your permission. Call 9730431863,spam
Lunch at 2pm? Let me know.,ham
Don't forget the assignment is due tomorrow.,ham
Your OTP is 347906. Valid for 10 minutes. Do not share.,ham
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9840016544,spam
Your internet connection will be cut in 24 hrs. Pay bill: sbi-verify.net,spam
"Hey, are we still meeting today?",ham
The match starts at 8pm. Don't miss it!,ham
"Alert: New device login to your account. If not you, click sbi-verify.net",spam
"Alert: New device login to your account. If not you, click bit.ly/clm9x",spam
"Alert: New device login to your account. If not you, click tinyurl.com/win99",spam
Your order #578600641 has been shipped. Track at flipkart.com.,ham
"Mom, I'll call you tonight. In a meeting now.",ham
"Running 10 mins late, sorry!",ham
Can you pick up milk on the way?,ham
New message from your doctor: test results are normal.,ham
IMMEDIATE ACTION required: Aadhaar deactivation notice. sbi-verify.net,spam
New message from your doctor: test results are normal.,ham
"Dear customer, your appointment is confirmed for 7/12/2025.",ham
The match starts at 8pm. Don't miss it!,ham
"Thanks for yesterday, really helpful.",ham
Can we reschedule our call to Thursday?,ham
Earn ₹25000 daily from home! No investment needed. Join now: bit.ly/clm9x,spam
Call me when you get home.,ham
FREE gold coin with every purchase above ₹1999. Shop now: tinyurl.com/win99,spam
Server maintenance scheduled for tonight 2-4am.,ham
Don't forget the assignment is due tomorrow.,ham
Package delivered to your door. Check the doorstep.,ham
Transaction of ₹999 done at Zomato. Avl bal: ₹25928.,ham
Your electricity bill of ₹199 is due on 15/11/2025.,ham
Congratulations! You have WON ₹1000000 in our lucky draw! Claim at t.co/fraud123,spam
"Mom, I'll call you tonight. In a meeting now.",ham
New message from your doctor: test results are normal.,ham
Police notice: You have a pending case. Pay ₹5000 fine now: bit.ly/clm9x,spam
Crypto investment: ₹1999 becomes ₹50000 in 7 days. amzn.in/scam,spam
"Dear customer, your HDFC card is blocked. Update details at t.co/fraud123",spam
Call me when you get home.,ham
Can you send me the address again?,ham
URGENT job offer! Earn ₹499/day from home. WhatsApp 9257331241,spam
Package delivered to your door. Check the doorstep.,ham
Your KYC is PENDING. Failure to update will SUSPEND your account. amzn.in/scam,spam
"Hey, are we still meeting today?",ham
Payment of ₹1499 received. Thank you for shopping with us.,ham
Your loan of ₹500000 approved instantly. No documents needed: sbi-verify.net,spam
Your subscription renews on 27/12/2025. Amount: ₹499.,ham
Income Tax refund of ₹50000 approved. Provide bank details: sbi-verify.net,spam
Don't forget the assignment is due tomorrow.,ham
Your Paytm wallet will be deactivated. Verify KYC now: amzn.in/scam,spam
Your Amazon account is compromised. Reset password: bit.ly/clm9x,spam
SBI YONO alert: ₹500000 reward points expiring today. Redeem: bit.ly/clm9x,spam
Can you pick up milk on the way?,ham
Transaction of ₹299 done at Swiggy. Avl bal: ₹2366.,ham
I'll be there by 7.,ham
Your internet connection will be cut in 24 hrs. Pay bill: tinyurl.com/win99,spam
New message from your doctor: test results are normal.,ham
"Dear customer, your appointment is confirmed for 9/8/2025.",ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
ALERT: Suspicious login detected on your SBI account. Verify immediately: amzn.in/scam,spam
LOTTERY WIN! ₹500000 prize money awaiting you. Contact 9405396854,spam
URGENT job offer! Earn ₹199/day from home. WhatsApp 9434396365,spam
URGENT job offer! Earn ₹999/day from home. WhatsApp 9710133596,spam
FREE recharge ₹5000! Offer expires today. Click tinyurl.com/win99,spam
Reminder: EMI of ₹999 due in 3 days.,ham
Flipkart sale! Get 90% off. First 100 users only. amzn.in/scam,spam
FREE recharge ₹5000! Offer expires today. Click t.co/fraud123,spam
Your Paytm wallet will be deactivated. Verify KYC now: sbi-verify.net,spam
Reminder: EMI of ₹2999 due in 3 days.,ham
Congratulations! Your profile selected for ₹500000 govt grant. bit.ly/clm9x,spam
"Running 10 mins late, sorry!",ham
Your OTP is 961784. Valid for 10 minutes. Do not share.,ham
Your order #404322294 has been shipped. Track at flipkart.com.,ham
Lunch at 2pm? Let me know.,ham
Server maintenance scheduled for tonight 2-4am.,ham
Govt scheme: Get ₹25000 directly in your account. Apply: t.co/fraud123,spam
Meeting rescheduled to 4pm.,ham
New message from your doctor: test results are normal.,ham
ALERT: Suspicious login detected on your SBI account. Verify immediately: t.co/fraud123,spam
"Mom, I'll call you tonight. In a meeting now.",ham
LOTTERY WIN! ₹100000 prize money awaiting you. Contact 9954218632,spam
Flipkart sale! Get 90% off. First 100 users only. sbi-verify.net,spam
Can you send me the address again?,ham
Your Amazon account is compromised. Reset password: tinyurl.com/win99,spam
Earn ₹1000000 daily from home! No investment needed. Join now: bit.ly/clm9x,spam
Win big in cricket betting! ₹199 becomes ₹50000. Join: sbi-verify.net,spam
LOTTERY WIN! ₹25000 prize money awaiting you. Contact 9305067526,spam
Transaction of ₹2999 done at Reliance Fresh. Avl bal: ₹32556.,ham
Payment of ₹199 received. Thank you for shopping with us.,ham
The match starts at 8pm. Don't miss it!,ham
"Alert: New device login to your account. If not you, click sbi-verify.net",spam
Your flight PNR is 3UR2T0. Check-in opens 48 hrs before.,ham
Server maintenance scheduled for tonight 2-4am.,ham
Can you pick up milk on the way?,ham
Call me when you get home.,ham
Your order #473984594 has been shipped. Track at flipkart.com.,ham
Reminder: EMI of ₹10000 due in 3 days.,ham
Congratulations! Your profile selected for ₹500000 govt grant. tinyurl.com/win99,spam
New message from your doctor: test results are normal.,ham
FREE gold coin with every purchase above ₹1999. Shop now: amzn.in/scam,spam
New message from your doctor: test results are normal.,ham
Payment of ₹5000 received. Thank you for shopping with us.,ham
Bank customer survey: Complete and win ₹25000 cashback. sbi-verify.net,spam
The match starts at 8pm. Don't miss it!,ham
Server maintenance scheduled for tonight 2-4am.,ham
Win big in cricket betting! ₹1999 becomes ₹50000. Join: bit.ly/clm9x,spam
Lunch at 2pm? Let me know.,ham
Your electricity bill of ₹5000 is due on 19/4/2025.,ham
Server maintenance scheduled for tonight 2-4am.,ham
New message from your doctor: test results are normal.,ham
URGENT: Your account will be BLOCKED! Click tinyurl.com/win99 to verify NOW!,spam
Sending you the notes from today's class.,ham
Sending you the notes from today's class.,ham
Transaction of ₹10000 done at Amazon. Avl bal: ₹10958.,ham
Police notice: You have a pending case. Pay ₹499 fine now: t.co/fraud123,spam
Police notice: You have a pending case. Pay ₹499 fine now: tinyurl.com/win99,spam
Govt scheme: Get ₹1000000 directly in your account. Apply: tinyurl.com/win99,spam
Your order #907464398 has been shipped. Track at flipkart.com.,ham
Package delivered to your door. Check the doorstep.,ham
Congratulations! You have WON ₹25000 in our lucky draw! Claim at amzn.in/scam,spam
Bank customer survey: Complete and win ₹500000 cashback. amzn.in/scam,spam
Congratulations! Your profile selected for ₹500000 govt grant. tinyurl.com/win99,spam
Don't forget the assignment is due tomorrow.,ham
FREE gold coin with every purchase above ₹5000. Shop now: amzn.in/scam,spam
Can you pick up milk on the way?,ham
Win big in cricket betting! ₹1999 becomes ₹100000. Join: t.co/fraud123,spam
Don't forget the assignment is due tomorrow.,ham
"Dear customer, your HDFC card is blocked. Update details at amzn.in/scam",spam
"Hey, are we still meeting today?",ham
"Dear customer, your HDFC card is blocked. Update details at tinyurl.com/win99",spam
Transaction of ₹199 done at Amazon. Avl bal: ₹23914.,ham
"Mom, I'll call you tonight. In a meeting now.",ham
Bank customer survey: Complete and win ₹25000 cashback. bit.ly/clm9x,spam
Meeting rescheduled to 4pm.,ham
Call me when you get home.,ham
URGENT job offer! Earn ₹5000/day from home. WhatsApp 9728071202,spam
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
Your flight PNR is 6SWCG8. Check-in opens 48 hrs before.,ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
"Thanks for yesterday, really helpful.",ham
Transaction of ₹999 done at Swiggy. Avl bal: ₹23910.,ham
I'll be there by 7.,ham
URGENT job offer! Earn ₹199/day from home. WhatsApp 9699046021,spam
Payment of ₹299 received. Thank you for shopping with us.,ham
Salary credited ₹10000 to your account on 17/11/2025.,ham
Your PhonePe account shows suspicious activity. Verify: tinyurl.com/win99,spam
Your Paytm wallet will be deactivated. Verify KYC now: bit.ly/clm9x,spam
Happy birthday! Hope you have a great day.,ham
"Hey, are we still meeting today?",ham
Google Pay reward: ₹1000000 cashback waiting. Claim: amzn.in/scam,spam
FREE recharge ₹499! Offer expires today. Click sbi-verify.net,spam
